name,description,context,country
Ukraine,2260000.0,Politics · Trending,Cambodia
Putin,900000.0,Politics · Trending,Cambodia
Register Link,15100.0,Trending,Cambodia
China,515000.0,Politics · Trending,Cambodia
America,1390000.0,Politics · Trending,Cambodia
Zelensky,870000.0,Politics · Trending,Cambodia
Ukrainian,298000.0,Politics · Trending,Cambodia
Europe,639000.0,Politics · Trending,Cambodia
Asia,150000.0,Trending,Cambodia
Arsenal,283000.0,Football · Trending,Cameroon
Bible,82800.0,Trending,Cameroon
Boss,225000.0,Politics · Trending,Cameroon
Trump,3200000.0,Politics · Trending,Cameroon
Real Madrid,212000.0,UEFA Champions League · Trending,Cameroon
Abeg,36700.0,Trending,Cameroon
Amen,214000.0,Politics · Trending,Cameroon
WhatsApp,138000.0,Trending,Cameroon
Zelensky,870000.0,Politics · Trending,Cameroon
Putin,900000.0,Politics · Trending,Cameroon
Google,363000.0,Technology · Trending,Cameroon
#StateOfTheUnion,95300.0,Politics · Trending,Canada
Trudeau,483000.0,Politics · Trending,Canada
#DaredevilBornAgain,63200.0,Entertainment · Trending,Canada
Ukraine,2260000.0,Politics · Trending,Canada
Canadians,232000.0,Politics · Trending,Canada
LCBO,28300.0,Trending,Canada
#ElbowsUp,3767.0,Politics · Trending,Canada
Democrats,1470000.0,Politics · Trending,Canada
Al Green,176000.0,Politics · Trending,Canada
Canada and Mexico,129000.0,Politics · Trending,Canada
Russia,889000.0,Politics · Trending,Canada
Frederic,12600.0,NHL · Trending,Canada
USMCA,11400.0,Politics · Trending,Canada
Fentanyl,113000.0,Politics · Trending,Canada
Donald,946000.0,Politics · Trending,Canada
Greenland,20900.0,Politics · Trending,Canada
Putin,900000.0,Politics · Trending,Canada
Lutnick,44900.0,Trending,Canada
Darko,2393.0,NBA · Trending,Canada
Dems,275000.0,Politics · Trending,Canada
Shrove Tuesday,13500.0,Trending,Canada
Luka,118000.0,NBA · Trending,Canada
wonwoo,212000.0,Korean music · Trending,Canada
Evans,24800.0,Sports · Trending,Canada
Pocahontas,59000.0,Politics · Trending,Canada
Home Depot,18600.0,Trending,Canada
McDavid,1439.0,NHL · Trending,Canada
Sabrina,60700.0,Trending,Canada
Home Hardware,17200.0,Trending,Canada
Kyrie,107000.0,NBA · Trending,Canada
Potash,7648.0,Trending,Canada
Bank of America,9569.0,Business & finance · Trending,Canada
Europe,639000.0,Politics · Trending,Canada
Wall Street Journal,33400.0,News · Trending,Canada
NATO,369000.0,Politics · Trending,Canada
Lesotho,6706.0,Politics · Trending,Canada
Zion,12200.0,NBA · Trending,Canada
Dostal,3041.0,NHL · Trending,Canada
Laken Riley,136000.0,Politics · Trending,Canada
Alvarez,147000.0,UEFA Champions League · Trending,Canada
Lachance,1820.0,Trending,Canada
Democrats,1650000.0,Politics · Trending,CentralAfricanRepublic
Al Green,177000.0,Politics · Trending,CentralAfricanRepublic
#StateOfTheUnion,95600.0,Politics · Trending,CentralAfricanRepublic
Dems,276000.0,Politics · Trending,CentralAfricanRepublic
#DaredevilBornAgain,63100.0,Entertainment · Trending,CentralAfricanRepublic
wonwoo,213000.0,Korean music · Trending,CentralAfricanRepublic
Pocahontas,59300.0,Politics · Trending,CentralAfricanRepublic
Tuiuti,32299.999999999996,Holidays · Trending,CentralAfricanRepublic
West Point,25700.0,Politics · Trending,CentralAfricanRepublic
Grande Rio,23800.0,Holidays · Trending,CentralAfricanRepublic
Laken Riley,136000.0,Politics · Trending,CentralAfricanRepublic
イベクエ,4885.0,Trending worldwide,CentralAfricanRepublic
Nancy,125000.0,Politics · Trending,CentralAfricanRepublic
Secret Service,155000.0,Politics · Trending,CentralAfricanRepublic
#SOTU,24600.0,Politics · Trending,CentralAfricanRepublic
#Globeleza,69200.0,Holidays · Trending,CentralAfricanRepublic
スシロー,57500.0,Trending worldwide,CentralAfricanRepublic
AMERICA IS BACK,81100.0,Politics · Trending,CentralAfricanRepublic
Canada,1350000.0,Politics · Trending,CentralAfricanRepublic
DJ Daniel,43900.0,Politics · Trending,CentralAfricanRepublic
Jaxson Hayes,3170.0,NBA · Trending,CentralAfricanRepublic
Greenland,21000.0,Politics · Trending,CentralAfricanRepublic
カプコンカップ,5561.0,Gaming · Trending,CentralAfricanRepublic
Slotkin,36400.0,Politics · Trending,CentralAfricanRepublic
Nicole Wallace,7492.0,Trending worldwide,CentralAfricanRepublic
#سيد_الناس,4760.0,Trending worldwide,CentralAfricanRepublic
Iowa State,6075.0,Trending worldwide,CentralAfricanRepublic
Zion,12200.0,NBA · Trending,CentralAfricanRepublic
トライアル,6895.0,Trending worldwide,CentralAfricanRepublic
ロージズインメイ,2554.0,Trending worldwide,CentralAfricanRepublic
HIDE AND SING JMIBARRA,24200.0,Only on X · Trending,CentralAfricanRepublic
Auburn,9692.0,Trending worldwide,CentralAfricanRepublic
パックル,1086.0,News · Trending,CentralAfricanRepublic
Suns,14700.0,NBA · Trending,CentralAfricanRepublic
新幹線大爆破,27800.0,Travel · Trending,CentralAfricanRepublic
FREE YOKO FROM NINESTAR,301000.0,Only on X · Trending,CentralAfricanRepublic
ウォヌさん,1809.0,Korean music · Trending,CentralAfricanRepublic
Milton Cunha,16600.0,Trending worldwide,CentralAfricanRepublic
聡ちゃん,3441.0,J-pop · Trending,CentralAfricanRepublic
Foggy,10000.0,Entertainment · Trending,CentralAfricanRepublic
ヒロアカ原画展,2538.0,My Hero Academia · Trending,CentralAfricanRepublic
Jocelyn,50700.0,Politics · Trending,CentralAfricanRepublic
Musk Steals,11100.0,Trending worldwide,CentralAfricanRepublic
ヒロアカ展,4021.0,My Hero Academia · Trending,CentralAfricanRepublic
懲役25年求刑,2432.0,News · Trending,CentralAfricanRepublic
#LosCruzados,5712.0,Football · Trending,Chile
Tohá,65099.99999999999,Politics · Trending,Chile
Cariola,61000.0,Trending,Chile
Tati,6319.0,Football · Trending,Chile
Escobar,11300.0,Football · Trending,Chile
Nunes,7800.0,Football · Trending,Chile
Palestino,19400.0,Football · Trending,Chile
#FueraVenecos,12600.0,Trending,Chile
Zampedri,1035.0,Football · Trending,Chile
Elizalde,9330.0,Trending,Chile
Chadwick,21800.0,Trending,Chile
Católica,11700.0,Football · Trending,Chile
Interior,82200.0,Politics · Trending,Chile
#contigoenlamañana,8218.0,Trending,Chile
#contigoendirectochv,1439.0,Trending,Chile
Rossel,1191.0,Football · Trending,Chile
Monsalve,34800.0,Politics · Trending,Chile
Sierra Bella,14900.0,Trending,Chile
Bachelet,10800.0,Politics · Trending,Chile
Valencia,70000.0,Football · Trending,Chile
Bello,25600.0,Football · Trending,Chile
Montes,8835.0,Football · Trending,Chile
Gentil,7106.0,Football · Trending,Chile
Pangal,1948.0,Trending,Chile
Zanahoria,1753.0,Trending,Chile
Iquique,16500.0,Copa Libertadores · Trending,Chile
Corral,2362.0,Football · Trending,Chile
Julián Álvarez,101000.0,Football · Trending,Chile
Hassler,21600.0,Trending,Chile
Fiscal,113000.0,Trending,Chile
Matthei,10600.0,Politics · Trending,Chile
Fracaso,22900.0,Football · Trending,Chile
Valenzuela,2005.0,Trending,Chile
lajarilla,6724.0,Trending,Chile
Raquel Argandoña,2639.0,Trending,Chile
Farias,6659.0,Football · Trending,Chile
Colonia Dignidad,5594.0,Trending,Chile
Kast,11100.0,Politics · Trending,Chile
Canales,17200.0,Football · Trending,Chile
Jadue,4183.0,Trending,Chile
Hermosilla,12700.0,Trending,Chile
Valverde,64099.99999999999,UEFA Champions League · Trending,Chile
Brahim,107000.0,UEFA Champions League · Trending,Chile
Julián Álvarez,101000.0,Football · Trending,Colombia
Consejo de Ministros,66900.0,Trending,Colombia
Marino,6027.0,Football · Trending,Colombia
#LaCasaDeLosFamososCol,40800.0,Trending,Colombia
#DaredevilBornAgain,63200.0,Entertainment · Trending,Colombia
Aguirre,6063.0,Football · Trending,Colombia
Candido,1195.0,Football · Trending,Colombia
Gloria Miranda,4815.0,Trending,Colombia
Fortaleza,7986.0,Football · Trending,Colombia
Catatumbo,37400.0,Politics · Trending,Colombia
#NoEsJuicioEsMontaje,13000.0,Trending,Colombia
Emilio,13200.0,Football · Trending,Colombia
Brahim,107000.0,UEFA Champions League · Trending,Colombia
#ChampionsLeague,18700.0,Football · Trending,Colombia
Rodrygo,87300.0,UEFA Champions League · Trending,Colombia
Valverde,64099.99999999999,UEFA Champions League · Trending,Colombia
Luz Mery Tristán,3130.0,Trending,Colombia
El Campín,1252.0,Football · Trending,Colombia
Manolo,4064.0,Trending,Colombia
Camavinga,27300.0,UEFA Champions League · Trending,Colombia
Atlético,145000.0,UEFA Champions League · Trending,Colombia
Canadá,1350000.0,Politics · Trending,Colombia
Elvira,5037.0,Trending,Colombia
Joselito,1053.0,Trending,Colombia
Bernabéu,66200.0,UEFA Champions League · Trending,Colombia
#JuvinaoSeVendióALasEPS,18700.0,Trending,Colombia
Asprilla,1389.0,Football · Trending,Colombia
Yaya,16200.0,Trending,Colombia
Mbappe,72700.0,UEFA Champions League · Trending,Colombia
Morelos,5369.0,Trending,Colombia
Amix,1237.0,Trending,Colombia
Guzmán,8272.0,Sports · Trending,Colombia
Simeone,27300.0,UEFA Champions League · Trending,Colombia
Vinicius,59700.0,UEFA Champions League · Trending,Colombia
Alemania,36600.0,Baseball · Trending,Colombia
Vladdo,1073.0,Trending,Colombia
CELAG,2165.0,Trending,Colombia
Iquique,16500.0,Copa Libertadores · Trending,Colombia
Arsenal,283000.0,Football · Trending,Colombia
Ecopetrol,12400.0,Trending,Colombia
Anora,102000.0,Entertainment · Trending,Colombia
Alianza Lima,14900.0,Copa Libertadores · Trending,Colombia
Democrats,1390000.0,Politics · Trending,Comoros
Al Green,176000.0,Politics · Trending,Comoros
#StateOfTheUnion,95800.0,Politics · Trending,Comoros
Dems,275000.0,Politics · Trending,Comoros
#DaredevilBornAgain,63200.0,Entertainment · Trending,Comoros
wonwoo,212000.0,Korean music · Trending,Comoros
Pocahontas,59500.0,Politics · Trending,Comoros
Tuiuti,32299.999999999996,Holidays · Trending,Comoros
West Point,25700.0,Politics · Trending,Comoros
Grande Rio,23700.0,Holidays · Trending,Comoros
Laken Riley,136000.0,Politics · Trending,Comoros
イベクエ,4907.0,Trending worldwide,Comoros
Nancy,125000.0,Politics · Trending,Comoros
Secret Service,155000.0,Politics · Trending,Comoros
#SOTU,24600.0,Politics · Trending,Comoros
#Globeleza,69400.0,Holidays · Trending,Comoros
スシロー,57700.0,Trending worldwide,Comoros
AMERICA IS BACK,81000.0,Politics · Trending,Comoros
Canada,1350000.0,Politics · Trending,Comoros
Greenland,21100.0,Politics · Trending,Comoros
DJ Daniel,43900.0,Politics · Trending,Comoros
Jaxson Hayes,3172.0,NBA · Trending,Comoros
カプコンカップ,5566.0,Gaming · Trending,Comoros
Slotkin,36700.0,Politics · Trending,Comoros
Nicole Wallace,7525.0,Trending worldwide,Comoros
#سيد_الناس,4761.0,Trending worldwide,Comoros
Iowa State,6120.0,Trending worldwide,Comoros
Zion,12200.0,NBA · Trending,Comoros
ロージズインメイ,2561.0,Trending worldwide,Comoros
トライアル,6779.0,Trending worldwide,Comoros
Auburn,9689.0,Trending worldwide,Comoros
HIDE AND SING JMIBARRA,24200.0,Only on X · Trending,Comoros
Suns,14800.0,NBA · Trending,Comoros
新幹線大爆破,27700.0,Travel · Trending,Comoros
パックル,1086.0,News · Trending,Comoros
FREE YOKO FROM NINESTAR,300000.0,Only on X · Trending,Comoros
ウォヌさん,1811.0,Korean music · Trending,Comoros
Milton Cunha,16600.0,Holidays · Trending,Comoros
聡ちゃん,3442.0,J-pop · Trending,Comoros
Foggy,10100.0,Entertainment · Trending,Comoros
ヒロアカ原画展,2549.0,My Hero Academia · Trending,Comoros
Musk Steals,11100.0,Trending worldwide,Comoros
Jocelyn,50600.0,Politics · Trending,Comoros
ヒロアカ展,4009.0,My Hero Academia · Trending,Comoros
懲役25年求刑,2449.0,News · Trending,Comoros
Democrats,1650000.0,Politics · Trending,CongoDemocraticRepublic
#StateOfTheUnion,95600.0,Politics · Trending,CongoDemocraticRepublic
Nancy,125000.0,Politics · Trending,CongoDemocraticRepublic
Secret Service,155000.0,Politics · Trending,CongoDemocraticRepublic
AMERICA IS BACK,81100.0,Politics · Trending,CongoDemocraticRepublic
Nicole Wallace,7492.0,Trending,CongoDemocraticRepublic
Slotkin,37000.0,Politics · Trending,CongoDemocraticRepublic
Iowa State,6075.0,Trending,CongoDemocraticRepublic
Jaxson Hayes,3170.0,NBA · Trending,CongoDemocraticRepublic
Zion,12200.0,NBA · Trending,CongoDemocraticRepublic
#jointsession,3244.0,Politics · Trending,CongoDemocraticRepublic
wonwoo,213000.0,Korean music · Trending,CongoDemocraticRepublic
#iubb,1547.0,Sports · Trending,CongoDemocraticRepublic
Love DOGE,5617.0,Trending,CongoDemocraticRepublic
Musk Steals,11100.0,Trending,CongoDemocraticRepublic
Heartless,24200.0,Politics · Trending,CongoDemocraticRepublic
Boebert,4875.0,Politics · Trending,CongoDemocraticRepublic
Texas A&M,15600.0,Education · Trending,CongoDemocraticRepublic
Abbey Gate,29500.0,Politics · Trending,CongoDemocraticRepublic
#TrumpSpeech,3803.0,Politics · Trending,CongoDemocraticRepublic
Golden Dome,3820.0,Politics · Trending,CongoDemocraticRepublic
Lesotho,6722.0,Politics · Trending,CongoDemocraticRepublic
Panama Canal,43900.0,Trending,CongoDemocraticRepublic
The Golden Age of America,17900.0,Politics · Trending,CongoDemocraticRepublic
Foggy,10000.0,Entertainment · Trending,CongoDemocraticRepublic
Pelicans,5063.0,NBA · Trending,CongoDemocraticRepublic
Geico,1995.0,Business and finance · Trending,CongoDemocraticRepublic
Keita,3589.0,Sports · Trending,CongoDemocraticRepublic
Disgraceful,48400.0,Politics · Trending,CongoDemocraticRepublic
Vile,64099.99999999999,Trending,CongoDemocraticRepublic
Marc Fogel,7076.0,Politics · Trending,CongoDemocraticRepublic
Brain Cancer,147000.0,Politics · Trending,CongoDemocraticRepublic
Approve,39900.0,Politics · Trending,CongoDemocraticRepublic
Canadians,232000.0,Politics · Trending,CongoDemocraticRepublic
Democrats,1390000.0,Politics · Trending,CongoRepublic
#StateOfTheUnion,95800.0,Politics · Trending,CongoRepublic
Nancy,125000.0,Politics · Trending,CongoRepublic
Secret Service,155000.0,Politics · Trending,CongoRepublic
Nicole Wallace,7525.0,Trending,CongoRepublic
AMERICA IS BACK,81000.0,Politics · Trending,CongoRepublic
Slotkin,36700.0,Politics · Trending,CongoRepublic
Iowa State,6061.0,Trending,CongoRepublic
Jaxson Hayes,3172.0,NBA · Trending,CongoRepublic
Zion,12200.0,NBA · Trending,CongoRepublic
#jointsession,3244.0,Politics · Trending,CongoRepublic
wonwoo,212000.0,Korean music · Trending,CongoRepublic
#iubb,1548.0,Sports · Trending,CongoRepublic
Love DOGE,5613.0,Trending,CongoRepublic
Musk Steals,11200.0,Trending,CongoRepublic
Heartless,24300.0,Politics · Trending,CongoRepublic
Texas A&M,15600.0,Education · Trending,CongoRepublic
Boebert,4865.0,Politics · Trending,CongoRepublic
Abbey Gate,29600.0,Politics · Trending,CongoRepublic
#TrumpSpeech,3811.0,Politics · Trending,CongoRepublic
Golden Dome,3849.0,Politics · Trending,CongoRepublic
Lesotho,6732.0,Politics · Trending,CongoRepublic
Panama Canal,43800.0,Trending,CongoRepublic
Foggy,10100.0,Entertainment · Trending,CongoRepublic
The Golden Age of America,18100.0,Politics · Trending,CongoRepublic
Pelicans,5073.0,NBA · Trending,CongoRepublic
Geico,1995.0,Business and finance · Trending,CongoRepublic
Keita,3580.0,Trending,CongoRepublic
Disgraceful,48300.0,Politics · Trending,CongoRepublic
Vile,63900.0,Trending,CongoRepublic
Marc Fogel,7091.0,Politics · Trending,CongoRepublic
Approve,39900.0,Politics · Trending,CongoRepublic
Brain Cancer,148000.0,Politics · Trending,CongoRepublic
Canadians,232000.0,Politics · Trending,CongoRepublic
Guima,1301.0,Sports · Trending,CostaRica
Pumas,6926.0,Football · Trending,CostaRica
Gamboa,2331.0,Trending,CostaRica
Suárez,15300.0,Football · Trending,CostaRica
La Liga,29800.0,Football · Trending,CostaRica
Campbell,11800.0,Sports · Trending,CostaRica
Joel,30200.0,Sports · Trending,CostaRica
Atlético,145000.0,UEFA Champions League · Trending,CostaRica
Daredevil,70300.0,Trending,CostaRica
Alajuelense,2119.0,Football · Trending,CostaRica
Brahim,107000.0,UEFA Champions League · Trending,CostaRica
Julián,165000.0,UEFA Champions League · Trending,CostaRica
Ortega,22400.0,Trending,CostaRica
Vini,42800.0,UEFA Champions League · Trending,CostaRica
Sinclair,5855.0,Trending,CostaRica
Real Madrid,212000.0,UEFA Champions League · Trending,CostaRica
Arsenal,283000.0,Football · Trending,CostaRica
#ChampionsLeague,18700.0,Football · Trending,CostaRica
Camavinga,27300.0,UEFA Champions League · Trending,CostaRica
#WWERaw,53500.0,Wrestling · Trending,CostaRica
Tuma,1922.0,Trending,CostaRica
Congreso,109000.0,Politics · Trending,CostaRica
Reus,3853.0,Trending,CostaRica
Canadá,1350000.0,Politics · Trending,CostaRica
ESPN,51200.0,Entertainment · Trending,CostaRica
#Nacionales,3148.0,Trending,CostaRica
Rueda,12800.0,Trending,CostaRica
Celso,2748.0,Trending,CostaRica
Mbappe,72800.0,UEFA Champions League · Trending,CostaRica
Democrats,1390000.0,Politics · Trending,CostaRica
México,705000.0,Politics · Trending,CostaRica
Visa,35000.0,Trending,CostaRica
Campos,21500.0,Trending,CostaRica
DeFi,157000.0,Business & finance · Trending,Croatia
#Crypto,140000.0,Business & finance · Trending,Croatia
#giveaways,3677.0,Trending,Croatia
Elon,929000.0,Trending,Croatia
NATO,369000.0,Politics · Trending,Croatia
Canada,1350000.0,Politics · Trending,Croatia
Ukrainians,123000.0,Politics · Trending,Croatia
Putin,900000.0,Politics · Trending,Croatia
Ukraine,2260000.0,Politics · Trending,Croatia
Trump,3200000.0,Politics · Trending,Croatia
Israel,715000.0,Politics · Trending,Croatia
Russia,890000.0,Politics · Trending,Croatia
Europe,639000.0,Politics · Trending,Croatia
Zelensky,870000.0,Politics · Trending,Croatia
America,1390000.0,Politics · Trending,Croatia
#ArtificialIntelligence,2973.0,Trending,Croatia
#MHWilds,76100.0,Trending,Croatia
#MonsterHunterWilds,15700.0,Video games · Trending,Croatia
Putin,900000.0,Politics · Trending,Cyprus
Europe,639000.0,Politics · Trending,Cyprus
Trump,3200000.0,Politics · Trending,Cyprus
Ukraine,2260000.0,Politics · Trending,Cyprus
NATO,370000.0,Politics · Trending,Cyprus
Zelenskyy,308000.0,Politics · Trending,Cyprus
China,516000.0,Politics · Trending,Cyprus
Russian,430000.0,Politics · Trending,Cyprus
Democrats,1660000.0,Politics · Trending,CzechRepublic
Al Green,177000.0,Politics · Trending,CzechRepublic
#StateOfTheUnion,95600.0,Politics · Trending,CzechRepublic
Dems,277000.0,Politics · Trending,CzechRepublic
